Date,US_Open,US_High,US_Low,US_Close,US_Volume,UK_Open,UK_High,UK_Low,UK_Close,UK_Volume,China_Open,China_High,China_Low,China_Close,China_Volume,Thai_Open,Thai_High,Thai_Low,Thai_Close,Thai_Volume,BTC_Open,BTC_High,BTC_Low,BTC_Close,BTC_Volume,US_SMA200,UK_SMA200,China_SMA200,Thai_SMA200,BTC_SMA200
2015-08-27,1942.77001953125,1989.5999755859375,1942.77001953125,1987.6600341796875,5006390000,5979.2001953125,6212.5,5979.2001953125,6192.0,1028065800,2978.030029296875,3085.422119140625,2906.489990234375,3083.591064453125,400300,1338.3699951171875,1359.22998046875,1336.5899658203125,1358.030029296875,16181600,226.0500030517578,228.64300537109375,223.6840057373047,224.7689971923828,21905400,2060.0088037109376,6705.579006347656,3535.8973840332033,1519.9061499023437,279.5115794372559
2015-08-28,1986.06005859375,1993.47998046875,1975.18994140625,1988.8699951171875,3949080000,6192.0,6247.89990234375,6152.0,6247.89990234375,868831700,3125.263916015625,3235.839111328125,3102.945068359375,3232.35009765625,443100,1374.3599853515625,1380.6600341796875,1358.760009765625,1365.93994140625,10772200,224.7010040283203,235.218994140625,220.92599487304688,231.39599609375,31336600,2060.1087036132812,6704.407504882813,3540.145164794922,1519.0188995361327,278.90385940551755
2015-09-01,1970.0899658203125,1970.0899658203125,1903.0699462890625,1913.8499755859375,4371850000,6247.89990234375,6247.89990234375,6028.7001953125,6058.5,1001128800,3157.83203125,3180.3310546875,3053.738037109375,3166.6240234375,432400,1381.6400146484375,1384.1800537109375,1361.77001953125,1362.3900146484375,15442900,230.25599670410156,231.21600341796875,226.86000061035156,228.1210021972656,20575200,2060.0369036865236,6702.540505371094,3544.0314294433592,1518.0277996826171,278.2193344116211
2015-09-02,1916.52001953125,1948.9100341796875,1916.52001953125,1948.8599853515625,3742620000,6058.5,6161.7001953125,6021.39990234375,6083.2998046875,769181300,3027.677978515625,3194.485107421875,3019.0869140625,3160.1669921875,438200,1360.52001953125,1375.719970703125,1355.27001953125,1372.449951171875,10959200,228.02699279785156,230.57699584960935,226.4750061035156,229.28399658203125,18760400,2060.250553588867,6701.257004394532,3547.9595642089844,1517.126449584961,277.5579443359375
2015-09-08,1927.300048828125,1970.4200439453125,1927.300048828125,1969.4100341796875,3548650000,6074.5,6196.5,6074.5,6146.10009765625,664577700,3054.444091796875,3174.708984375,3011.116943359375,3170.451904296875,255400,1371.31005859375,1379.9200439453125,1360.0799560546875,1379.3199462890625,9905100,239.8459930419922,245.781005859375,239.6779937744141,243.60699462890625,26879200,2060.7239038085936,6700.15650390625,3551.981778564453,1516.3112994384765,276.8239093017578
2015-09-09,1971.449951171875,1988.6300048828125,1937.8800048828125,1942.0400390625,3652120000,6146.10009765625,6284.2001953125,6146.10009765625,6229.0,734267900,3182.552001953125,3256.742919921875,3165.696044921875,3243.089111328125,375300,1390.1700439453125,1398.5699462890625,1385.8900146484375,1396.2900390625,11945900,243.4149932861328,244.41600036621097,237.8209991455078,238.16799926757812,23635700,2061.045604248047,6699.338002929688,3556.3998486328123,1515.5588494873048,276.0103993225098
2015-09-10,1941.5899658203125,1965.2900390625,1937.18994140625,1952.2900390625,3626320000,6229.0,6229.0,6127.5,6155.7998046875,749536800,3190.552978515625,3243.281005859375,3178.904052734375,3197.89306640625,273300,1386.489990234375,1396.1600341796875,1384.3900146484375,1396.1600341796875,9488300,238.33599853515625,241.29299926757812,235.79100036621097,238.4770050048828,21215500,2061.4946044921876,6699.059001464844,3560.5209643554685,1514.8025994873046,275.2289192962646
2015-09-11,1951.449951171875,1961.050048828125,1939.18994140625,1961.050048828125,3218590000,6155.7998046875,6174.2998046875,6113.10009765625,6117.7998046875,584620900,3189.47900390625,3223.761962890625,3163.448974609375,3200.23388671875,224600,1399.300048828125,1403.300048828125,1381.47998046875,1381.719970703125,12301700,238.32899475097656,241.16900634765625,238.32899475097656,240.10699462890625,19224700,2061.9860546875,6698.668500976562,3564.739638671875,1514.08044921875,274.5166742706299
2015-09-14,1963.06005859375,1963.06005859375,1948.27001953125,1953.030029296875,3000200000,6117.7998046875,6191.7998046875,6065.39990234375,6084.60009765625,598665000,3221.1650390625,3229.48193359375,3049.22998046875,3114.798095703125,346600,1382.6400146484375,1385.1199951171875,1371.9599609375,1377.1500244140625,10496500,230.60899353027344,232.44000244140625,227.96099853515625,230.6439971923828,20997800,2062.317404785156,6697.540002441407,3568.6077087402346,1513.3226495361328,273.75110427856447
2015-09-15,1955.0999755859375,1983.18994140625,1954.300048828125,1978.0899658203125,3239860000,6084.60009765625,6158.10009765625,6019.89990234375,6137.60009765625,706522000,3043.804931640625,3081.702880859375,2983.919921875,3005.172119140625,249200,1377.3299560546875,1381.0899658203125,1368.31005859375,1370.6500244140625,11930300,230.49200439453125,259.1820068359375,229.8220062255859,230.3040008544922,19177800,2062.68780456543,6696.892502441407,3571.849929199219,1512.5425494384765,272.9883992767334
2015-09-16,1978.02001953125,1997.260009765625,1977.9300537109375,1995.31005859375,3630680000,6137.60009765625,6244.89990234375,6137.60009765625,6229.2001953125,818994800,2998.035888671875,3182.93408203125,2983.534912109375,3152.262939453125,277500,1375.280029296875,1382.4200439453125,1369.449951171875,1381.800048828125,8916100,230.25,231.21499633789065,227.40199279785156,229.09100341796875,20144200,2062.957954711914,6696.177004394532,3575.912958984375,1511.820849609375,272.20147926330566
2015-09-17,1995.3299560546875,2020.8599853515625,1986.72998046875,1990.199951171875,4183790000,6229.2001953125,6239.89990234375,6182.60009765625,6187.0,836839300,3131.98193359375,3204.701904296875,3085.31396484375,3086.06103515625,317600,1387.0,1392.81005859375,1384.6199951171875,1389.699951171875,8406000,229.0760040283203,230.28500366210935,228.92599487304688,229.80999755859375,18935400,2063.2734045410157,6695.113503417969,3579.710499267578,1511.1057495117188,271.43473930358886
2015-09-18,1989.6600341796875,1989.6600341796875,1953.449951171875,1958.030029296875,6021240000,6187.0,6188.7001953125,6053.89990234375,6104.10009765625,1508172800,3100.280029296875,3122.048095703125,3070.3359375,3097.9169921875,209200,1394.0,1397.77001953125,1386.7900390625,1390.3199462890625,10118800,233.52099609375,234.35299682617188,232.18499755859375,232.9750061035156,20242200,2063.2406549072266,6693.690502929688,3583.688684082031,1510.3577990722656,270.80788932800294
2015-09-21,1960.8399658203125,1979.6400146484375,1955.800048828125,1966.969970703125,3269350000,6104.10009765625,6168.7001953125,6083.60009765625,6108.7001953125,697537600,3072.093994140625,3159.883056640625,3060.85595703125,3156.5400390625,239900,1384.760009765625,1394.3499755859375,1382.43994140625,1392.72998046875,7845400,231.2169952392578,231.2169952392578,226.52099609375,227.0850067138672,19678800,2063.2673547363283,6692.41650390625,3588.01919921875,1509.5819989013671,270.1783692932129
2015-09-22,1961.3900146484375,1961.3900146484375,1929.219970703125,1942.739990234375,3808260000,6108.7001953125,6111.60009765625,5935.7998046875,5935.7998046875,941657100,3161.318115234375,3213.47607421875,3152.48095703125,3185.618896484375,274800,1396.3800048828125,1397.2900390625,1377.7900390625,1379.3199462890625,9679000,226.968994140625,232.3860015869141,225.11700439453125,230.6179962158203,25009300,2063.055804443359,6690.084501953125,3592.257938232422,1508.6959484863282,269.54336921691896
2015-09-23,1943.239990234375,1949.52001953125,1932.5699462890625,1938.760009765625,3190530000,5935.7998046875,6067.60009765625,5933.2001953125,6032.2001953125,725707700,3137.722900390625,3164.041015625,3104.743896484375,3115.887939453125,236300,1372.4300537109375,1378.6400146484375,1364.72998046875,1375.1700439453125,7917100,230.93600463867188,231.8350067138672,229.59100341796875,230.2830047607422,17254100,2062.838104248047,6687.976003417969,3595.972227783203,1507.7584484863282,269.01682922363284
2015-09-24,1934.81005859375,1937.1700439453125,1908.9200439453125,1932.239990234375,4091530000,6032.2001953125,6055.60009765625,5947.2001953125,5961.5,867489200,3126.490966796875,3151.1650390625,3109.69091796875,3142.68701171875,212900,1371.9000244140625,1375.8299560546875,1365.5999755859375,1372.3499755859375,9325000,230.3580017089844,235.6490020751953,230.2949981689453,234.5290069580078,25097800,2062.5260540771483,6685.465502929687,3599.730283203125,1506.793448486328,268.4629492950439
2015-09-25,1935.9300537109375,1952.8900146484375,1921.5,1931.3399658203125,3721870000,5961.5,6120.7001953125,5961.5,6109.0,837519200,3130.85107421875,3149.947998046875,3062.9951171875,3092.346923828125,236300,1375.31005859375,1380.5899658203125,1368.4300537109375,1376.8299560546875,9269200,234.36199951171875,237.427001953125,233.6840057373047,235.1439971923828,22363600,2062.0925036621093,6683.278002929687,3603.0911279296874,1505.756798095703,267.9470642089844
2015-09-28,1929.1800537109375,1929.1800537109375,1879.2099609375,1881.77001953125,4326660000,6109.0,6110.2998046875,5958.89990234375,5958.89990234375,968395200,3085.56689453125,3103.069091796875,3042.31005859375,3100.756103515625,156700,1368.56005859375,1369.0999755859375,1352.02001953125,1352.1300048828125,8485800,232.83599853515625,239.33900451660156,232.4669952392578,239.1419982910156,24713000,2061.412303466797,6680.632502441406,3606.4400537109377,1504.6215478515626,267.50500427246095
2015-09-29,1881.9000244140625,1899.47998046875,1871.9100341796875,1884.0899658203125,4132390000,5958.89990234375,5958.89990234375,5877.10009765625,5909.2001953125,1000021900,3055.218017578125,3068.298095703125,3021.156982421875,3038.136962890625,163200,1342.3599853515625,1358.6300048828125,1341.300048828125,1348.8399658203125,10401000,239.01600646972656,239.802001953125,235.9279937744141,236.68699645996097,22691300,2060.772253417969,6677.908503417969,3609.477053222656,1503.4399975585939,267.03597923278807
2015-09-30,1887.1400146484375,1920.530029296875,1887.1400146484375,1920.030029296875,4525070000,5909.2001953125,6061.60009765625,5909.2001953125,6061.60009765625,1018944000,3052.841064453125,3073.300048828125,3039.741943359375,3052.781005859375,146600,1353.06005859375,1356.6199951171875,1348.239990234375,1349.0,9472300,236.63999938964844,237.73399353027344,235.6289978027344,236.05999755859375,19743500,2060.254553833008,6675.521003417969,3612.6389782714846,1502.2979974365235,266.51884925842285
2015-10-08,1994.010009765625,2016.5,1987.530029296875,2013.4300537109375,3939140000,6336.39990234375,6380.2998046875,6303.5,6374.7998046875,720040900,3156.074951171875,3172.281005859375,3133.126953125,3143.35693359375,234300,1393.7900390625,1401.8399658203125,1390.0,1392.1500244140625,12575600,243.0749969482422,244.25100708007812,242.1790008544922,242.3040008544922,18515300,2060.165654296875,6674.639001464844,3616.226717529297,1501.3548974609375,265.9839192199707
2015-10-09,2013.72998046875,2020.1300048828125,2007.6099853515625,2014.8900146484375,3706900000,6374.7998046875,6453.2001953125,6374.7998046875,6416.2001953125,745150000,3146.64404296875,3192.717041015625,3137.7880859375,3183.152099609375,234900,1404.6800537109375,1415.530029296875,1403.5400390625,1411.3299560546875,11022700,242.4980010986328,244.22799682617188,242.1219940185547,243.93099975585935,17353100,2060.0805041503904,6673.884001464844,3620.046748046875,1500.519697265625,265.4914991760254
2015-10-12,2015.6500244140625,2018.6600341796875,2010.550048828125,2017.4599609375,2893250000,6416.2001953125,6416.2001953125,6351.2998046875,6371.2001953125,535951300,3193.5400390625,3318.714111328125,3188.406982421875,3287.662109375,386300,1415.43994140625,1417.510009765625,1406.6099853515625,1412.489990234375,10683500,246.875,247.45399475097656,245.1790008544922,245.30799865722656,17388300,2059.97650390625,6672.6835034179685,3624.119143066406,1499.7454473876953,264.88341911315916
2015-10-13,2015.0,2022.3399658203125,2001.780029296875,2003.68994140625,3401920000,6371.2001953125,6371.2001953125,6303.0,6342.2998046875,700891400,3262.156005859375,3298.6259765625,3253.2490234375,3293.22998046875,297200,1408.3299560546875,1410.1500244140625,1399.52001953125,1406.68994140625,9582200,245.1999969482422,250.23599243164065,243.7570037841797,249.50799560546875,28198500,2059.7965533447264,6671.258002929688,3628.232318115234,1498.9228973388672,264.2924840545654
2015-10-14,2003.6600341796875,2009.56005859375,1990.72998046875,1994.239990234375,3644590000,6342.2998046875,6342.2998046875,6268.2998046875,6269.60009765625,638445300,3280.02001953125,3307.31494140625,3256.2529296875,3262.44091796875,295100,1405.2900390625,1414.8499755859375,1404.469970703125,1405.0799560546875,8448000,249.4929962158203,254.2749938964844,248.9029998779297,251.9889984130859,27462600,2059.5765032958984,6669.551003417969,3632.073143310547,1498.1381469726562,263.4346240234375
2015-10-15,1996.469970703125,2024.1500244140625,1996.469970703125,2023.8599853515625,3746290000,6269.60009765625,6351.39990234375,6269.60009765625,6338.7001953125,644982700,3255.031982421875,3338.297119140625,3254.39208984375,3338.072998046875,316300,1413.0,1426.1700439453125,1412.3599853515625,1425.3199462890625,9135400,252.10699462890625,255.9620056152344,252.04600524902344,254.32000732421875,25223500,2059.499153442383,6668.067004394531,3636.3301586914063,1497.378696899414,262.6025491333008
2018-04-04,2584.0400390625,2649.860107421875,2573.610107421875,2644.68994140625,3369230000,7030.5,7046.2998046875,6971.7998046875,7034.0,794337900,3147.049072265625,3163.340087890625,3128.866943359375,3131.111083984375,147000,1767.4599609375,1771.5799560546875,1724.9000244140625,1724.97998046875,17115100,7456.41015625,7469.8798828125,6803.8798828125,6853.83984375,4936000000,2572.582459716797,7410.369484863281,3294.8870166015627,1682.966353149414,6906.3184887695315
2018-04-09,2617.179931640625,2653.550048828125,2610.7900390625,2613.159912109375,3076140000,7183.60009765625,7209.7001953125,7145.60009765625,7194.7998046875,671088200,3125.44189453125,3146.093017578125,3110.302978515625,3138.2939453125,139600,1737.0799560546875,1752.9100341796875,1735.3800048828125,1751.27001953125,11428300,7044.31982421875,7178.10986328125,6661.990234375,6770.72998046875,4894060032,2573.644909667969,7408.733483886719,3295.0136657714843,1683.9909533691407,6931.499888916016
2018-04-10,2638.409912109375,2665.449951171875,2635.780029296875,2656.8701171875,3579130000,7194.7998046875,7266.7998046875,7194.7998046875,7266.7998046875,755081700,3144.257080078125,3190.64892578125,3139.0810546875,3190.322021484375,168200,1757.0,1761.760009765625,1744.72998046875,1760.949951171875,11310400,6795.43994140625,6872.41015625,6704.14990234375,6834.759765625,4272750080,2575.144110107422,7407.549982910156,3295.44306640625,1685.0542529296874,6956.478237915039
2018-04-11,2643.889892578125,2661.429931640625,2639.25,2642.18994140625,3054520000,7266.7998046875,7270.2998046875,7243.2998046875,7257.10009765625,766200800,3197.3720703125,3220.844970703125,3191.5869140625,3208.08203125,175900,1763.31005859375,1770.469970703125,1756.4000244140625,1763.219970703125,10382100,6843.47021484375,6968.31982421875,6817.58984375,6968.31982421875,4641889792,2576.5264599609377,7406.653483886719,3296.032781982422,1686.1409527587891,6981.8765869140625
2018-05-23,2713.97998046875,2733.330078125,2709.5400390625,2733.2900390625,3333160000,7877.5,7877.5,7765.2998046875,7788.39990234375,918822700,3205.43701171875,3205.43701171875,3168.964111328125,3168.964111328125,157800,1756.199951171875,1761.6099853515625,1747.75,1753.5999755859375,24691300,8037.080078125,8054.66015625,7507.8798828125,7557.81982421875,6491120128,2609.500653076172,7416.044990234375,3297.6406713867186,1711.202953491211,7752.881584472656
2018-05-24,2730.93994140625,2731.969970703125,2707.3798828125,2727.760009765625,3285750000,7788.39990234375,7803.5,7716.7001953125,7716.7001953125,890463600,3167.93896484375,3173.531005859375,3152.069091796875,3154.65087890625,124100,1747.1700439453125,1751.0400390625,1729.949951171875,1732.510009765625,14240500,7561.1201171875,7738.60009765625,7331.14013671875,7587.33984375,6049220096,2611.0425537109377,7417.4564916992185,3297.457940673828,1711.9332537841797,7778.056033935547
2018-05-25,2723.60009765625,2727.360107421875,2714.989990234375,2721.330078125,3015260000,7716.7001953125,7753.2998046875,7703.2998046875,7730.2998046875,844360200,3148.409912109375,3156.72607421875,3131.068115234375,3141.302978515625,128600,1735.949951171875,1741.22998046875,1725.06005859375,1741.2099609375,12345500,7592.2998046875,7659.14013671875,7392.64990234375,7480.14013671875,4867829760,2612.4457543945314,7419.168991699219,3297.2984509277344,1712.7261535644532,7802.582784423828
2018-05-30,2702.429931640625,2729.340087890625,2702.429931640625,2724.010009765625,3566490000,7632.60009765625,7689.60009765625,7618.10009765625,7689.60009765625,923820700,3081.14208984375,3085.39697265625,3041.0,3041.443115234375,155100,1717.5,1726.6500244140625,1711.72998046875,1725.1400146484375,15882900,7469.72998046875,7573.77001953125,7313.60009765625,7406.52001953125,4922540032,2613.9673046875,7420.865493164062,3296.5653515625,1713.4612536621094,7826.9187841796875
2018-05-31,2720.97998046875,2722.5,2700.679931640625,2705.27001953125,4241100000,7689.60009765625,7727.5,7651.10009765625,7678.2001953125,1549063100,3061.8291015625,3098.075927734375,3054.26904296875,3095.47412109375,140500,1730.02001953125,1734.280029296875,1720.31005859375,1726.969970703125,16041800,7406.14990234375,7608.89990234375,7361.1298828125,7494.169921875,5127130112,2615.376605224609,7422.6929931640625,3296.0805871582033,1714.222403564453,7851.98543334961
2018-06-01,2718.699951171875,2736.929931640625,2718.699951171875,2734.6201171875,3694310000,7678.2001953125,7746.7001953125,7678.2001953125,7701.7998046875,783469400,3084.75390625,3102.087890625,3059.785888671875,3075.136962890625,129900,1726.8499755859375,1729.8800048828125,1714.6199951171875,1719.8199462890625,16834600,7500.7001953125,7604.72998046875,7407.33984375,7541.4501953125,4921460224,2616.904655761719,7424.316491699219,3295.476711425781,1714.924453125,7876.872384033203
2018-06-04,2741.669921875,2749.159912109375,2740.5400390625,2746.8701171875,3410090000,7701.7998046875,7772.10009765625,7701.7001953125,7741.2998046875,722966000,3083.427001953125,3098.402099609375,3076.993896484375,3091.19091796875,114600,1718.9200439453125,1724.7099609375,1715.8199462890625,1721.2900390625,14995800,7722.52978515625,7753.81982421875,7474.0400390625,7514.47021484375,4993169920,2618.4763061523436,7426.184990234375,3294.8969958496095,1715.6558032226562,7901.43478515625
2018-06-05,2748.4599609375,2752.610107421875,2739.510009765625,2748.800048828125,3523550000,7741.2998046875,7744.5,7686.60009765625,7686.7998046875,933666200,3088.008056640625,3114.76904296875,3080.0458984375,3114.2060546875,118700,1722.3800048828125,1734.3199462890625,1710.81005859375,1732.7099609375,15586200,7500.89990234375,7643.22998046875,7397.0,7633.759765625,4961739776,2620.1715563964844,7427.932490234375,3294.4058056640624,1716.4711529541016,7926.560783691406
2018-06-06,2753.25,2772.389892578125,2748.4599609375,2772.35009765625,3662780000,7686.7998046875,7730.5,7671.60009765625,7712.39990234375,884617800,3109.175048828125,3117.52490234375,3103.532958984375,3115.179931640625,120200,1737.22998046875,1744.47998046875,1731.97998046875,1738.699951171875,12705300,7625.97021484375,7680.43017578125,7502.009765625,7653.97998046875,4692259840,2621.9074072265626,7429.739990234375,3293.8919201660156,1717.3174530029296,7952.237384033203
2018-06-07,2774.840087890625,2779.89990234375,2760.159912109375,2770.3701171875,3742080000,7712.39990234375,7756.7001953125,7698.2001953125,7704.39990234375,1056744900,3121.18408203125,3128.715087890625,3105.577880859375,3109.4990234375,127800,1743.6300048828125,1746.5,1733.010009765625,1733.050048828125,11526300,7650.81982421875,7741.27001953125,7650.81982421875,7678.240234375,4485799936,2623.6316076660155,7431.612990722656,3293.4242248535156,1718.1365032958984,7978.939635009766
2018-06-08,2765.840087890625,2779.389892578125,2763.590087890625,2779.030029296875,3138850000,7704.39990234375,7714.2998046875,7637.5,7681.10009765625,755489900,3100.60400390625,3100.68505859375,3053.2880859375,3067.14794921875,134700,1735.780029296875,1736.0,1721.8800048828125,1722.0400390625,10466700,7685.14013671875,7698.18994140625,7558.39990234375,7624.919921875,4227579904,2625.3105078125,7432.9339916992185,3292.772244873047,1718.8720532226562,8005.070034179687
2018-06-11,2780.179931640625,2790.2099609375,2780.169921875,2782.0,3262130000,7681.10009765625,7756.0,7681.10009765625,7737.39990234375,736070400,3057.339111328125,3063.610107421875,3037.9140625,3052.782958984375,108600,1723.800048828125,1727.6300048828125,1716.25,1723.1099853515625,9196100,6799.2900390625,6910.18017578125,6706.6298828125,6906.919921875,4745269760,2626.981357421875,7434.553991699218,3291.9453442382815,1719.5905529785157,8027.8151342773435
2018-06-12,2785.60009765625,2789.800048828125,2778.780029296875,2786.85009765625,3435700000,7737.39990234375,7762.7998046875,7701.2998046875,7703.7998046875,773837800,3053.028076171875,3081.447021484375,3034.10107421875,3079.802001953125,113300,1725.9100341796875,1735.8399658203125,1724.7099609375,1727.2900390625,13788900,6905.81982421875,6907.9599609375,6542.080078125,6582.35986328125,4654380032,2628.6192578125,7436.1809912109375,3291.2322692871094,1720.3380529785156,8049.560233154297
2018-06-13,2787.93994140625,2791.469970703125,2774.64990234375,2775.6298828125,3820770000,7703.7998046875,7746.7001953125,7677.2001953125,7703.7001953125,852427100,3071.464111328125,3071.464111328125,3044.1201171875,3049.797119140625,119600,1726.469970703125,1728.5400390625,1716.3800048828125,1718.3399658203125,10213500,6596.8798828125,6631.66015625,6285.6298828125,6349.89990234375,5052349952,2630.201707763672,7437.678991699218,3290.5989294433593,1721.0593029785157,8070.167683105468
2018-06-14,2783.2099609375,2789.06005859375,2776.52001953125,2782.489990234375,3540930000,7703.7001953125,7793.5,7650.2001953125,7765.7998046875,1119081700,3038.070068359375,3066.047119140625,3032.406005859375,3044.159912109375,115500,1714.52001953125,1715.6500244140625,1699.6600341796875,1709.8599853515625,12043900,6342.75,6707.14013671875,6334.4599609375,6675.35009765625,5138710016,2631.8111071777344,7439.556989746094,3289.88189453125,1721.7510028076172,8091.9500341796875
2018-06-15,2777.780029296875,2782.81005859375,2761.72998046875,2779.659912109375,5451990000,7765.7998046875,7781.0,7633.89990234375,7633.89990234375,1711560200,3037.451904296875,3048.797119140625,3008.73193359375,3021.90087890625,144500,1706.52001953125,1711.4000244140625,1695.3900146484375,1704.8199462890625,12041100,6674.080078125,6681.080078125,6433.8701171875,6456.580078125,3955389952,2633.340256347656,7440.571989746094,3288.8365185546877,1722.3958526611327,8112.865784912109
2018-06-19,2752.010009765625,2765.050048828125,2743.18994140625,2762.590087890625,3671160000,7631.2998046875,7631.2998046875,7548.7998046875,7603.89990234375,897872000,2982.64990234375,2984.970947265625,2871.35498046875,2907.822021484375,230600,1667.469970703125,1674.280029296875,1633.719970703125,1639.5400390625,16028600,6742.39013671875,6822.5,6709.919921875,6769.93994140625,4057029888,2634.78595703125,7441.151989746094,3287.1513037109376,1722.7171527099608,8132.62748413086
2018-06-20,2769.72998046875,2774.860107421875,2763.909912109375,2767.320068359375,3332140000,7603.89990234375,7705.2001953125,7603.89990234375,7627.39990234375,844000100,2889.98388671875,2925.56103515625,2872.1630859375,2915.73095703125,144300,1647.219970703125,1665.27001953125,1640.1300048828125,1664.260009765625,11881500,6770.759765625,6821.56005859375,6611.8798828125,6776.5498046875,3888640000,2636.2598571777344,7442.024489746093,3285.540048828125,1723.170902709961,8153.171433105469
